"conta_contabil";"uniorcam";"saldo_anterior_debito";"saldo_anterior_credito";"movimento_debito";"movimento_credito";"saldo_atual_debito";"saldo_atual_credito";"especificacao";"tipo_nivel";"nivel";"obsoleto1";"escrituracao";"natureza_informacao";"indicador_superavit";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000227210402000000";"1201";3775655,86;0;0;676303,37;3099352,49;0;"(-) CONTRIBUICOES DO ENTE PARA O PLANO PREVIDENCIARIO DO RPPS";"A";7;"P";"S";"P";"P";0;NA;2018
"00000227210403000000";"1201";3555840,28;0;0;636929,55;2918910,73;0;"(-) CONTRIBUICOES DO ATIVO PARA O PLANO PREVIDENCIARIO DO RPPS";"A";7;"P";"S";"P";"P";0;NA;2018
"00000227210404000000";"1201";3268519,69;0;0;73121,24;3195398,45;0;"(-) COMPENSACAO PREVIDENCIARIA DO PLANO PREVIDENCIARIO DO RPPS";"A";7;"P";"S";"P";"P";0;NA;2018
"00000227210405000000";"1201";1137991,6;0;0;7924,15;1130067,45;0;"(-) PARCELAMENTO DE DEBITOS PREVIDENCIARIOS";"A";7;"P";"S";"P";"P";0;NA;2018
"00000227210500000000";"0201";18949777,98;0;2078418,71;0;21028196,69;0;"PLANO PREVIDENCIARIO - PLANO DE AMORTIZACAO";"S";6;"P";"N";"P";"P";0;NA;2018
"00000227210598000000";"1201";18949777,98;0;2078418,71;0;21028196,69;0;"(-) OUTROS CREDITOS DO PLANO DE AMORTIZACAO";"A";7;"P";"S";"P";"P";0;NA;2018
"00000228000000000000";"0201";0;7107,28;108498,18;181390,9;0;80000;"DEMAIS OBRIGACOES A LONGO PRAZO";"S";3;"P";"N";"P";"F";0;NA;2018
"00000228200000000000";"0201";0;7107,28;8498,18;1390,9;0;0;"OBRIGACOES POR DANOS A TERCEIROS A LONGO PRAZO";"S";4;"P";"N";"P";"F";0;NA;2018
"00000228210000000000";"0201";0;7107,28;8498,18;1390,9;0;0;"OBRIGACOES POR DANOS A TERCEIROS A LONGO PRAZO - CONSOLIDACAO";"S";5;"P";"N";"P";"F";0;NA;2018
"00000228210100000000";"0201";0;7107,28;8498,18;1390,9;0;0;"PRECATORIO TJRS CNJ00262019320108210074 CRISTIANO DOS SANTOS";"A";6;"P";"S";"P";"P";0;NA;2018
"00000228900000000000";"0201";0;0;1e+05;180000;0;80000;"OUTRAS OBRIGACOES A LONGO PRAZO";"S";4;"P";"N";"P";"F";0;NA;2018
"00000228940000000000";"0201";0;0;1e+05;180000;0;80000;"OUTRAS OBRIGACOES A LONGO PRAZO- INTER OFSS - ESTADO";"S";5;"P";"N";"P";"F";0;NA;2018
"00000228940100000000";"0201";0;0;1e+05;180000;0;80000;"BENS RECEBIDOS EM CESSAO DE USO SUJEITOS A CONDICOES";"S";6;"P";"N";"P";"P";0;NA;2018
"00000228940101000000";"0201";0;0;1e+05;180000;0;80000;"TERMO DE CESSAO DE USO N. 108/2018-RS TRATOR CEDIDO PELO ESTADO";"A";7;"P";"S";"P";"P";0;NA;2018
"00000230000000000000";"0201";0;20482928,33;3372995,25;3323375,21;0;20433308,29;"PATRIMONIO LIQUIDO";"S";2;"P";"N";"P";"F";0;NA;2018
"00000234000000000000";"0201";98264,67;0;0;98264,67;0;0;"AJUSTES DE AVALIACAO PATRIMONIAL";"S";3;"P";"N";"P";"F";0;NA;2018
"00000234100000000000";"0201";98264,67;0;0;98264,67;0;0;"AJUSTES DE AVALIACAO PATRIMONIAL DE ATIVOS";"S";4;"P";"N";"P";"F";0;NA;2018
"00000234110000000000";"0201";98264,67;0;0;98264,67;0;0;"AJUSTES DE AVALIACAO PATRIMONIAL DE ATIVOS - CONSOLIDACAO";"A";5;"P";"S";"P";"P";0;NA;2018
"00000237000000000000";"0201";0;20581193;3372995,25;3225110,54;0;20433308,29;"RESULTADOS ACUMULADOS";"S";3;"P";"N";"P";"P";0;NA;2018
"00000237100000000000";"0201";0;20581193;3372995,25;3225110,54;0;20433308,29;"SUPERAVITS OU DEFICITS ACUMULADOS";"S";4;"P";"N";"P";"P";0;NA;2018
"00000237110000000000";"0201";0;20580591,86;3372995,25;3225110,54;0;20432707,15;"SUPERAVITS OU DEFICITS ACUMULADOS - CONSOLIDACAO";"S";5;"P";"N";"P";"P";0;NA;2018
"00000237110100000000";"0201";1838949,89;0;0;1838949,89;0;0;"SUPERAVITS OU DEFICITS DO EXERCICIO";"A";6;"P";"S";"P";"P";0;NA;2018
"00000237110100000000";"1201";782046,67;0;0;782046,67;0;0;"SUPERAVITS OU DEFICITS DO EXERCICIO";"A";6;"P";"S";"P";"P";0;NA;2018
"00000237110200000000";"0201";0;17356698,37;1838949,89;552934,1;0;16070682,58;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";"A";6;"P";"S";"P";"P";0;NA;2018
"00000237110200000000";"1201";0;5291955,95;782046,67;0;0;4509909,28;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";"A";6;"P";"S";"P";"P";0;NA;2018
"00000237110300000000";"0201";0;552934,1;751998,69;51179,88;147884,71;0;"AJUSTES DE EXERCICIOS ANTERIORES";"A";6;"P";"S";"P";"P";0;NA;2018
"00000237120000000000";"0201";0;601,14;0;0;0;601,14;"SUPERAVITS OU DEFICITS ACUMULADOS - INTRA OFSS";"S";5;"P";"N";"P";"P";0;NA;2018
"00000237120200000000";"0201";0;732,36;0;0;0;732,36;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";"A";6;"P";"S";"P";"P";0;NA;2018
"00000237120200000000";"1201";131,22;0;0;0;131,22;0;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";"A";6;"P";"S";"P";"P";0;NA;2018
"00000300000000000000";"0201";0;0;36278190,12;733719;35544471,12;0;"VARIACAO PATRIMONIAL DIMINUTIVA";"S";1;"C";"N";"P";"F";0;NA;2018
"00000310000000000000";"0201";0;0;12672693,74;442445,41;12230248,33;0;"PESSOAL E ENCARGOS";"S";2;"F";"N";"P";"F";0;NA;2018
"00000311000000000000";"0201";0;0;9829488,6;200955,01;9628533,59;0;"REMUNERACAO A PESSOAL";"S";3;"F";"N";"P";"F";0;NA;2018
"00000311100000000000";"0201";0;0;9299225,98;200955,01;9098270,97;0;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RPPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000311110000000000";"0201";0;0;9299225,98;200955,01;9098270,97;0;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RPPS  - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000311110100000000";"0201";0;0;8735390,52;200955,01;8534435,51;0;"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL - RPPS";"S";6;"F";"N";"P";"F";0;NA;2018
"00000311110101000000";"0201";0;0;5712777,98;90151,08;5622626,9;0;"VENCIMENTOS E SALARIOS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110102000000";"0201";0;0;61439,59;0;61439,59;0;"ADICIONAL NOTURNO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110106000000";"0201";0;0;374155,82;0;374155,82;0;"ADICIONAL DE INSALUBRIDADE";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110114000000";"0201";0;0;15600,39;0;15600,39;0;"GRATIFICACAO POR EXERCICIO DE CARGOS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110116000000";"0201";0;0;346869,68;0;346869,68;0;"GRATIFICACAO POR EXERCICIO DE FUNCOES";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110118000000";"0201";0;0;517398,85;0;517398,85;0;"GRATIFICACAO DE TEMPO DE SERVICO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110119000000";"0201";0;0;225403,1;0;225403,1;0;"GRATIFICACOES ESPECIAIS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110122000000";"0201";0;0;511710,1;0;511710,1;0;"13. SALARIO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110122000000";"1201";0;0;121999,45;110803,93;11195,52;0;"13. SALARIO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110124000000";"0201";0;0;141819,18;0;141819,18;0;"FERIAS – ABONO CONSTITUCIONAL";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110124000000";"1201";0;0;9590,38;0;9590,38;0;"FERIAS – ABONO CONSTITUCIONAL";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110125000000";"0201";0;0;56097,43;0;56097,43;0;"LICENCA-PREMIO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110131000000";"0201";0;0;587518,4;0;587518,4;0;"SUBSIDIOS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110199000000";"0201";0;0;53010,17;0;53010,17;0;"OUTROS VENCIMENTOS E VANTAGENS FIXAS – PESSOAL CIVIL RPPS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110200000000";"0201";0;0;149197,41;0;149197,41;0;"OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL - RPPS";"S";6;"F";"N";"P";"F";0;NA;2018
"00000311110203000000";"0201";0;0;149197,41;0;149197,41;0;"SERVICOS EXTRAORDINARIOS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311110300000000";"0201";0;0;414638,05;0;414638,05;0;"SENTENCAS JUDICIAIS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000311200000000000";"0201";0;0;530262,62;0;530262,62;0;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO - RGPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000311210000000000";"0201";0;0;530262,62;0;530262,62;0;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO - RGPS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000311210100000000";"0201";0;0;289747,82;0;289747,82;0;"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL - RGPS";"S";6;"F";"N";"P";"F";0;NA;2018
"00000311210101000000";"0201";0;0;99008;0;99008;0;"VENCIMENTOS E SALARIOS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210122000000";"0201";0;0;155391,64;0;155391,64;0;"13. SALARIO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210124000000";"0201";0;0;35348,18;0;35348,18;0;"FERIAS - ABONO CONSTITUCIONAL";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210300000000";"0201";0;0;9993,06;0;9993,06;0;"SENTENCAS JUDICIAIS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000311210400000000";"0201";0;0;230521,74;0;230521,74;0;"CONTRATACAO POR TEMPO DETERMINADO";"S";6;"F";"N";"P";"F";0;NA;2018
"00000311210417000000";"0201";0;0;23895,34;0;23895,34;0;"SERVICOS EVENTUAIS DE PROFESSORES";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210418000000";"0201";0;0;24930,38;0;24930,38;0;"SERVICOS EVENTUAIS DE ASSISTENCIA SOCIAL";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210419000000";"0201";0;0;28279,79;0;28279,79;0;"SERV EVENT ENFERMAG FISIOT TERAPIA OCUPAC";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210421000000";"0201";0;0;24743,03;0;24743,03;0;"SERVICOS EVENTUAIS DE AGENTES DE SAUDE";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210422000000";"0201";0;0;24712,31;0;24712,31;0;"SERVICOS EVENTUAIS DE DENTISTAS E PSICOLOGOS";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210423000000";"0201";0;0;49806,86;0;49806,86;0;"SERVICOS EVENTUAIS DE MAO-DE-OBRA";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210426000000";"0201";0;0;37226,66;0;37226,66;0;"INSS PATRONAL";"A";7;"F";"S";"P";"F";0;NA;2018
"00000311210499000000";"0201";0;0;16927,37;0;16927,37;0;"OUTRAS CONTRATACOES POR TEMPO DETERMINADO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000312000000000000";"0201";0;0;2843205,14;241490,4;2601714,74;0;"ENCARGOS PATRONAIS";"S";3;"F";"N";"P";"F";0;NA;2018
"00000312100000000000";"0201";0;0;2424083,61;230705,47;2193378,14;0;"ENCARGOS PATRONAIS - RPPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000312120000000000";"0201";0;0;2424083,61;230705,47;2193378,14;0;"ENCARGOS PATRONAIS - RPPS - INTRA OFSS";"S";5;"F";"N";"P";"F";0;NA;2018
"00000312120100000000";"0201";0;0;1227463,31;230705,47;996757,84;0;"CONTRIBUICAO PATRONAL PARA O RPPS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000312129900000000";"0201";0;0;1196620,3;0;1196620,3;0;"OUTROS ENCARGOS PATRONAIS - RPPS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000312200000000000";"0201";0;0;387044,48;10784,93;376259,55;0;"ENCARGOS PATRONAIS - RGPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000312210000000000";"0201";0;0;29713,26;10784,93;18928,33;0;"ENCARGOS PATRONAIS - RGPS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000312210100000000";"0201";0;0;14964,9;10784,93;4179,97;0;"CONTRIBUICOES PREVIDENCIARIAS - INSS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000312219900000000";"0201";0;0;14748,36;0;14748,36;0;"OUTROS ENCARGOS PATRONAIS - RGPS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000312230000000000";"0201";0;0;357331,22;0;357331,22;0;"ENCARGOS PATRONAIS - RGPS - INTER OFSS - UNIAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000312230100000000";"0201";0;0;357331,22;0;357331,22;0;"CONTRIBUICOES PREVIDENCIARIAS - INSS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000312300000000000";"0201";0;0;32077,05;0;32077,05;0;"ENCARGOS PATRONAIS - FGTS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000312310000000000";"0201";0;0;32077,05;0;32077,05;0;"ENCARGOS PATRONAIS - FGTS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000312310100000000";"0201";0;0;32077,05;0;32077,05;0;"FGTS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000320000000000000";"0201";0;0;2430587,02;0;2430587,02;0;"BENEFICIOS PREVIDENCIARIOS E ASSISTENCIAIS";"S";2;"F";"N";"P";"F";0;NA;2018
"00000321000000000000";"0201";0;0;1501835,86;0;1501835,86;0;"APOSENTADORIAS E REFORMAS";"S";3;"F";"N";"P";"F";0;NA;2018
"00000321100000000000";"0201";0;0;1501835,86;0;1501835,86;0;"APOSENTADORIAS - RPPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000321110000000000";"0201";0;0;1501835,86;0;1501835,86;0;"APOSENTADORIAS - RPPS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000321110100000000";"0201";0;0;1042941,23;0;1042941,23;0;"PROVENTOS - PESSOAL CIVIL";"S";6;"F";"N";"P";"F";0;NA;2018
"00000321110101000000";"1201";0;0;142297,87;0;142297,87;0;"APOSENTADORIAS POR TEMPO DE CONTRIBUICAO";"A";7;"F";"S";"P";"F";0;NA;2018
"00000321110103000000";"1201";0;0;275359,93;0;275359,93;0;"APOSENTADORIAS POR INVALIDEZ";"A";7;"F";"S";"P";"F";0;NA;2018
"00000321110107000000";"1201";0;0;625283,43;0;625283,43;0;"APOSENTADORIAS PROFESSOR";"A";7;"F";"S";"P";"F";0;NA;2018
"00000321110600000000";"1201";0;0;109194,17;0;109194,17;0;"13 SALARIO - PESSOAL CIVIL";"A";6;"F";"S";"P";"F";0;NA;2018
"00000321117000000000";"0201";0;0;144170,57;0;144170,57;0;"SENTENCAS JUDICIAIS - APOSENTADORIAS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000321119900000000";"1201";0;0;205529,89;0;205529,89;0;"OUTRAS APOSENTADORIAS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000322000000000000";"0201";0;0;555120,9;0;555120,9;0;"PENSOES";"S";3;"F";"N";"P";"F";0;NA;2018
"00000322100000000000";"0201";0;0;555120,9;0;555120,9;0;"PENSOES - RPPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000322110000000000";"0201";0;0;555120,9;0;555120,9;0;"PENSOES - RPPS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000322110100000000";"1201";0;0;555120,9;0;555120,9;0;"PROVENTOS DE PENSOES";"A";6;"F";"S";"P";"F";0;NA;2018
"00000329000000000000";"0201";0;0;373630,26;0;373630,26;0;"OUTROS BENEFICIOS PREVIDENCIARIOS E ASSISTENCIAIS";"S";3;"F";"N";"P";"F";0;NA;2018
"00000329100000000000";"0201";0;0;373630,26;0;373630,26;0;"OUTROS BENEFICIOS PREVIDENCIARIOS - RPPS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000329110000000000";"0201";0;0;373630,26;0;373630,26;0;"OUTROS BENEFICIOS PREVIDENCIARIOS - RPPS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000329111000000000";"1201";0;0;333452,73;0;333452,73;0;"AUXILIO-DOENCA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000329111100000000";"1201";0;0;35008,8;0;35008,8;0;"SALARIO MATERNIDADE";"A";6;"F";"S";"P";"F";0;NA;2018
"00000329111200000000";"0201";0;0;5168,73;0;5168,73;0;"SALARIO-FAMILIA";"S";6;"F";"N";"P";"F";0;NA;2018
"00000329111201000000";"1201";0;0;5168,73;0;5168,73;0;"SALARIO FAMILIA - ATIVO PESSOAL CIVIL";"A";7;"F";"S";"P";"F";0;NA;2018
"00000330000000000000";"0201";0;0;7361679,54;54020,11;7307659,43;0;"USO DE BENS, SERVICOS E CONSUMO DE CAPITAL FIXO";"S";2;"F";"N";"P";"F";0;NA;2018
"00000331000000000000";"0201";0;0;3122544,68;21619,27;3100925,41;0;"USO DE MATERIAL DE CONSUMO";"S";3;"F";"N";"P";"F";0;NA;2018
"00000331100000000000";"0201";0;0;3122248,68;21619,27;3100629,41;0;"CONSUMO DE MATERIAL";"S";4;"F";"N";"P";"F";0;NA;2018
"00000331110000000000";"0201";0;0;3122248,68;21619,27;3100629,41;0;"CONSUMO DE MATERIAL - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000331110100000000";"0201";0;0;746679,93;6947,84;739732,09;0;"COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVEIS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331110300000000";"0201";0;0;14872,57;189;14683,57;0;"GAS E OUTROS MATERIAIS ENGARRAFADOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331110600000000";"0201";0;0;848383,23;2732,29;845650,94;0;"GENEROS ALIMENTACAO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331110800000000";"0201";0;0;32636,34;93,93;32542,41;0;"MATERIAL FARMACOLOGICO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331110900000000";"0201";0;0;26942,37;0;26942,37;0;"MATERIAL ODONTOLOGICO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331111000000000";"0201";0;0;575,69;0;575,69;0;"MATERIAL QUIMICO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331111400000000";"0201";0;0;3974;0;3974;0;"MATERIAL EDUCATIVO E ESPORTIVO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331111500000000";"0201";0;0;16802,6;0;16802,6;0;"MATERIAL PARA  FESTIVIDADES E HOMENAGENS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331111600000000";"0201";0;0;95337,51;0;95337,51;0;"MATERIAL DE EXPEDIENTE";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331111700000000";"0201";0;0;20278,1;4850;15428,1;0;"MATERIAL DE PROCESSAMENTO DE DADOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331111900000000";"0201";0;0;839,4;0;839,4;0;"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112100000000";"0201";0;0;15060,32;0;15060,32;0;"MATERIAL DE COPA E COZINHA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112200000000";"0201";0;0;75723,84;0;75723,84;0;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112300000000";"0201";0;0;40044,53;152,28;39892,25;0;"UNIFORMES, TECIDOS E AVIAMENTOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112400000000";"0201";0;0;148917,46;0,5;148916,96;0;"MATERIAL PARA MANUTENCAO DE BENS IMOVEIS/INSTALACOES";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112500000000";"0201";0;0;240651,33;3890;236761,33;0;"MATERIAL PARA MANUTENCAO DE BENS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112600000000";"0201";0;0;6387,38;0;6387,38;0;"MATERIAL ELETRICO E ELETRONICO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112800000000";"0201";0;0;29617,53;0;29617,53;0;"MATERIAL DE PROTECAO E SEGURANCA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331112900000000";"0201";0;0;295;0;295;0;"MATERIAL PARA  AUDIO, VIDEO E FOTO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331113000000000";"0201";0;0;203;0;203;0;"MATERIAL PARA COMUNICACOES";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331113100000000";"0201";0;0;4799,25;0;4799,25;0;"SEMENTES, MUDAS DE PLANTAS E INSUMOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331113500000000";"0201";0;0;319,6;0;319,6;0;"MATERIAL LABORATORIAL";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331113600000000";"0201";0;0;47275,09;0;47275,09;0;"MATERIAL HOSPITALAR";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331113900000000";"0201";0;0;383764,91;1409,49;382355,42;0;"MATERIAL PARA MANUTENCAO DE VEICULOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331114100000000";"0201";0;0;884;0;884;0;"MATERIAL PARA UTILIZACAO EM GRAFICA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331114200000000";"0201";0;0;126,82;0;126,82;0;"FERRAMENTAS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331114400000000";"0201";0;0;2380,44;67,94;2312,5;0;"MATERIAL DE SINALIZACAO VISUAL E OUTROS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331114500000000";"0201";0;0;236,5;0;236,5;0;"MATERIAL TECNICO PARA SELECAO E TREINAMENTO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331114600000000";"0201";0;0;5785,7;0;5785,7;0;"MATERIAL BIBLIOGRAFICO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331114800000000";"0201";0;0;6562;0;6562;0;"BENS MOVEIS NAO ATIVAVEIS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331115000000000";"0201";0;0;430;0;430;0;"BANDEIRAS, FLAMULAS E INSIGNIAS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331115400000000";"0201";0;0;72170,33;0;72170,33;0;"MATERIAL PARA MANUTENCAO E CONSERVACAO DE ESTRADAS E VIAS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331117000000000";"0201";0;0;1650;0;1650;0;"AQUISICAO DE SOFTWARES DE BASE";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331119900000000";"0201";0;0;231641,91;1286;230355,91;0;"OUTROS MATERIAIS DE CONSUMO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000331200000000000";"0201";0;0;296;0;296;0;"DISTRIBUICAO DE MATERIAL GRATUITO";"S";4;"F";"N";"P";"F";0;NA;2018
"00000331210000000000";"0201";0;0;296;0;296;0;"DISTRIBUICAO DE MATERIAL GRATUITO - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000331219900000000";"0201";0;0;296;0;296;0;"OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332000000000000";"0201";0;0;3486894,55;32400,84;3454493,71;0;"SERVICOS";"S";3;"F";"N";"P";"F";0;NA;2018
"00000332100000000000";"0201";0;0;162703,44;323,06;162380,38;0;"DIARIAS";"S";4;"F";"N";"P";"F";0;NA;2018
"00000332110000000000";"0201";0;0;162703,44;323,06;162380,38;0;"DIARIAS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000332110100000000";"0201";0;0;160321,7;0;160321,7;0;"DIARIAS  PESSOAL CIVIL";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332110100000000";"1201";0;0;2381,74;323,06;2058,68;0;"DIARIAS  PESSOAL CIVIL";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332200000000000";"0201";0;0;65061,65;482;64579,65;0;"SERVICOS TERCEIROS - PF";"S";4;"F";"N";"P";"F";0;NA;2018
"00000332210000000000";"0201";0;0;65061,65;482;64579,65;0;"SERVICOS TERCEIROS - PF - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000332210400000000";"0201";0;0;7650,14;0;7650,14;0;"HONORARIOS ADVOCATICIOS - ONUS DE SUCUMBENCIA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332210500000000";"0201";0;0;36369,59;0;36369,59;0;"SERVICOS MEDICOS E ODONTOLOGICOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332211100000000";"0201";0;0;71;0;71;0;"MANUTENCAO E CONSERVACAO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332211500000000";"0201";0;0;1500;0;1500;0;"SERVICOS TECNICOS PROFISSIONAIS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332212100000000";"0201";0;0;2500;0;2500;0;"LOCACOES";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332213100000000";"1201";0;0;8000;0;8000;0;"JETONS E GRATIFICACOES A CONSELHEIROS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332213500000000";"0201";0;0;7686,18;32;7654,18;0;"SERVICOS JUDICIARIOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332213500000000";"1201";0;0;24,4;0;24,4;0;"SERVICOS JUDICIARIOS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332213800000000";"0201";0;0;1260,34;450;810,34;0;"DESPESAS COM LOCOMOCAO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332300000000000";"0201";0;0;3259129,46;31595,78;3227533,68;0;"SERVICOS TERCEIROS - PJ";"S";4;"F";"N";"P";"F";0;NA;2018
"00000332310000000000";"0201";0;0;3259129,46;31595,78;3227533,68;0;"SERVICOS TERCEIROS - PJ - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;NA;2018
"00000332310100000000";"0201";0;0;33841,14;1990;31851,14;0;"CONSULTORIA E ASSESSORIA";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332310200000000";"0201";0;0;2800;0;2800;0;"PERICIAS";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332310400000000";"0201";0;0;112775,12;0;112775,12;0;"COMUNICACAO";"A";6;"F";"S";"P";"F";0;NA;2018
"00000332310500000000";"0201";0;0;45410,45;0;45410,45;0;"PUBLICIDADE";"A";6;"F";"S";"P";"F";0;NA;2018
